test MCC		0.22819,	0.23842,	0.25275,	0.22508,	0.22888,	0.23018,	0.25693,	0.21796,	0.22787,	0.22542,	0.23205,	0.22728,	0.36110,	0.21736,	0.23002,	0.22102,	0.22767,	0.22367,	0.25129,	0.23166,
there stood on the stoop a statue .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a dog stood next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there stood next to the church a dog .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a dog stood in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there stood in the plaza a dog .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a dog stood on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there stood on the stoop a dog .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sparrow stood next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there stood next to the church a sparrow .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sparrow stood in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there stood in the plaza a sparrow .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sparrow stood on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there stood on the stoop a sparrow .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a boy perched next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there perched next to the church a boy .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a boy perched in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there perched in the plaza a boy .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
a boy perched on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there perched on the stoop a boy .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a statue perched next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there perched next to the church a statue .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a statue perched in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there perched in the plaza a statue .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
a statue perched on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there perched on the stoop a statue .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a dog perched next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there perched next to the church a dog .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a dog perched in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there perched in the plaza a dog .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
a dog perched on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there perched on the stoop a dog .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sparrow perched next to the church .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there perched next to the church a sparrow .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sparrow perched in the plaza .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there perched in the plaza a sparrow .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
a sparrow perched on the stoop .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there perched on the stoop a sparrow .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a flag dangled over the yard .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dangled over the yard a flag .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a flag dangled from the tree .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dangled from the tree a flag .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
a sheet dangled over the yard .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dangled over the yard a sheet .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sheet dangled from the tree .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there dangled from the tree a sheet .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a clothes line dangled over the yard .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
there dangled over the yard a clothes line .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a clothes line dangled from the tree .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
there dangled from the tree a clothes line .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
a flag hung over the yard .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there hung over the yard a flag .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a flag hung from the tree .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there hung from the tree a flag .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sheet hung over the yard .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there hung over the yard a sheet .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sheet hung from the tree .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there hung from the tree a sheet .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a clothes line hung over the yard .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
there hung over the yard a clothes line .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a clothes line hung from the tree .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
there hung from the tree a clothes line .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a flag swung over the yard .	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
there swung over the yard a flag .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a flag swung from the tree .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there swung from the tree a flag .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sheet swung over the yard .	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1
there swung over the yard a sheet .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a sheet swung from the tree .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there swung from the tree a sheet .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
a clothes line swung over the yard .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
there swung over the yard a clothes line .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a clothes line swung from the tree .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
there swung from the tree a clothes line .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a path meandered through the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there meandered through the town a path .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a path meandered up the mountain .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there meandered up the mountain a path .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a path meandered over the prairie .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there meandered over the prairie a path .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a road meandered through the town .	1	0	0	1	1	1	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1
there meandered through the town a road .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a road meandered up the mountain .	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
there meandered up the mountain a road .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a road meandered over the prairie .	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0
there meandered over the prairie a road .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a telephone wire meandered through the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there meandered through the town a telephone wire .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
a telephone wire meandered up the mountain .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there meandered up the mountain a telephone wire .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a telephone wire meandered over the prairie .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there meandered over the prairie a telephone wire .	1	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	1
a path twisted through the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there twisted through the town a path .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
a path twisted up the mountain .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there twisted up the mountain a path .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a path twisted over the prairie .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there twisted over the prairie a path .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a road twisted through the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there twisted through the town a road .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a road twisted up the mountain .	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
there twisted up the mountain a road .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a road twisted over the prairie .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
there twisted over the prairie a road .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a telephone wire twisted through the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there twisted through the town a telephone wire .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
a telephone wire twisted up the mountain .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there twisted up the mountain a telephone wire .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
a telephone wire twisted over the prairie .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there twisted over the prairie a telephone wire .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a path wandered through the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there wandered through the town a path .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a path wandered up the mountain .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there wandered up the mountain a path .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a path wandered over the prairie .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there wandered over the prairie a path .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a road wandered through the town .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
there wandered through the town a road .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a road wandered up the mountain .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
there wandered up the mountain a road .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a road wandered over the prairie .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
there wandered over the prairie a road .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a telephone wire wandered through the town .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there wandered through the town a telephone wire .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a telephone wire wandered up the mountain .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there wandered up the mountain a telephone wire .	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1
a telephone wire wandered over the prairie .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there wandered over the prairie a telephone wire .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
a glass chipped in the yard .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
there chipped in the yard a glass .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a glass chipped all over the ground .	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
there chipped all over the ground a glass .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a glass chipped on john 's head .	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
there chipped on john 's head a glass .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bowl chipped in the yard .	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
there chipped in the yard a bowl .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bowl chipped all over the ground .	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1
there chipped all over the ground a bowl .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bowl chipped on john 's head .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there chipped on john 's head a bowl .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window chipped in the yard .	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	0	0	0	0	1	1
there chipped in the yard a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window chipped all over the ground .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there chipped all over the ground a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window chipped on john 's head .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there chipped on john 's head a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a glass shattered in the yard .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shattered in the yard a glass .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a glass shattered all over the ground .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shattered all over the ground a glass .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a glass shattered on john 's head .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shattered on john 's head a glass .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bowl shattered in the yard .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shattered in the yard a bowl .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bowl shattered all over the ground .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shattered all over the ground a bowl .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bowl shattered on john 's head .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shattered on john 's head a bowl .	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
a window shattered in the yard .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shattered in the yard a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window shattered all over the ground .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shattered all over the ground a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window shattered on john 's head .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shattered on john 's head a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a door closed on the second floor .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there closed on the second floor a door .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a door closed down the street .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there closed down the street a door .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a door closed in the next room .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there closed in the next room a door .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window closed on the second floor .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there closed on the second floor a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window closed down the street .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there closed down the street a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window closed in the next room .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there closed in the next room a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a door shut on the second floor .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shut on the second floor a door .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a door shut down the street .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shut down the street a door .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a door shut in the next room .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shut in the next room a door .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window shut on the second floor .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shut on the second floor a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window shut down the street .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shut down the street a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window shut in the next room .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there shut in the next room a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a door opened on the second floor .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there opened on the second floor a door .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a door opened down the street .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there opened down the street a door .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a door opened in the next room .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there opened in the next room a door .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window opened on the second floor .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there opened on the second floor a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window opened down the street .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there opened down the street a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a window opened in the next room .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there opened in the next room a window .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a car slammed into the wall .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there slammed into the wall a car .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a car slammed into the pole .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there slammed into the pole a car .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a car slammed into the window .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there slammed into the window a car .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bicycle slammed into the wall .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there slammed into the wall a bicycle .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bicycle slammed into the pole .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there slammed into the pole a bicycle .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bicycle slammed into the window .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there slammed into the window a bicycle .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bird slammed into the wall .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there slammed into the wall a bird .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bird slammed into the pole .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there slammed into the pole a bird .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bird slammed into the window .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there slammed into the window a bird .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a car collided into the wall .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there collided into the wall a car .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a car collided into the pole .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there collided into the pole a car .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a car collided into the window .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there collided into the window a car .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bicycle collided into the wall .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there collided into the wall a bicycle .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bicycle collided into the pole .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there collided into the pole a bicycle .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bicycle collided into the window .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there collided into the window a bicycle .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bird collided into the wall .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there collided into the wall a bird .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bird collided into the pole .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there collided into the pole a bird .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bird collided into the window .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there collided into the window a bird .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a car bumped into the wall .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there bumped into the wall a car .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a car bumped into the pole .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there bumped into the pole a car .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a car bumped into the window .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there bumped into the window a car .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bicycle bumped into the wall .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there bumped into the wall a bicycle .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bicycle bumped into the pole .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there bumped into the pole a bicycle .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bicycle bumped into the window .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there bumped into the window a bicycle .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bird bumped into the wall .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there bumped into the wall a bird .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bird bumped into the pole .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there bumped into the pole a bird .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a bird bumped into the window .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
there bumped into the window a bird .	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
a teacher yelled at the children .	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
